,Address,Style,Building Type,Basement Development,Exterior Finish,Fireplace,OwnershipType,Property Type,Bedrooms,Bathrooms,Amenities Nearby,Lot Size,Parking Type,No. of Parking Spaces,Storeys,Floor Area (m^2),Features,Condo Fees,Community Features,Price
762,"387 OLD ORCHARD GRVE, Toronto, Ontario, M5M 2G1",Detached,House,Finished,Brick,Yes,Freehold,Single Family,3,4.0,,30 x 105 FT,,3.0,2.0,105.76,,,,"$1,819,000"
763,"32 FAIRFIELD AVE, Toronto, Ontario",Detached,House,Finished,"Brick, Stone",Yes,Freehold,Single Family,4,4.0,,25 x 125 FT,Attached garage,3.0,2.0,103.6,,,,"$1,698,000"
764,"31 CRAIGMORE CRES, Toronto, Ontario, M2N 2Y2",Detached,House,Finished,"Brick, Wood",,Freehold,Single Family,3+1,3.0,,50 x 110 FT,Detached garage,4.0,2.0,76.28,,,,"$1,599,000"
765,"10 ADAMEDE CRES, Toronto, Ontario, M2H 1B7",Detached,House,Finished,Brick,Yes,Freehold,Single Family,4+2,3.0,"Hospital, Public Transit",51.5 x 117.5 FT,Attached garage,4.0,2.0,108.09,,,Community Centre,"$1,529,000"
766,"99B MEMORIAL PARK AVE, Toronto, Ontario, M4J 2K1",Detached,House,Finished,Stucco,,Freehold,Single Family,3,4.0,"Hospital, Park, Public Transit, Schools",21.92 x 90.09 FT,Garage,3.0,2.0,69.04,,,,"$1,499,000"
767,"21 Deerford Rd, Toronto, ON, M2J 3H9",Detached,,,,,,,4+1,3.0,,,,4.0,2.0,80.08000000000001,,,,"$1,450,000"
768,"15 TERRYHILL CRES, Toronto, Ontario, M1S 3X2",Detached,House,Finished,Brick,Yes,Freehold,Single Family,4+1,4.0,"Park, Public Transit, Schools",50 x 150 FT,Garage,4.0,2.0,92.0,Wooded area,,,"$1,399,900"
769,"5 MOCCASIN TR, Toronto, Ontario, M3C 1Y5",Detached,House,Finished,"Brick, Wood",,Freehold,Single Family,3+1,2.0,"Park, Public Transit, Schools",60 x 100 FT ; Irregular,,3.0,1.0,68.57000000000001,,,,"$1,390,000"
770,"696 Adelaide St W, Toronto, ON, M6J 1B1",Townhouse,,,,,,,3,2.0,,,,1.0,2.0,77.33,,,,"$1,249,000"
771,"26 GLENEITA ST, Toronto, Ontario, M1M 0B5",Detached,House,Finished,Brick,Yes,Freehold,Single Family,4,4.0,"Park, Public Transit, Schools",32.24 x 98.43 FT,Attached garage,2.0,2.0,123.28,,,,"$1,199,000"
772,"6 CROSSEN DR, Toronto, Ontario, M2M 1N8",Detached,House,Finished,Brick,Yes,Freehold,Single Family,4,3.0,,50 x 143 FT ; Irregular:50.06'X149.32X33.61X138.1,Attached garage,6.0,2.0,220.29,,,,"$1,098,000"
773,"54 VIELLA ST, Toronto, Ontario, M6N 5C8",Semi-Detached,House,,Brick,Yes,Freehold,Single Family,3+1,4.0,"Public Transit, Schools",20.01 x 86.29 FT,Detached garage,2.0,2.0,,,,,"$999,000"
774,"100 ARMSTRONG AVE, Toronto, Ontario, M6H 1V8",Semi-Detached,House,Finished,Brick,,Freehold,Single Family,5,4.0,,12.5 x 123 FT,Detached garage,1.0,2.0,66.0,,,,"$999,000"
775,"79 PILKINGTON DR, Toronto, Ontario, M1L 0A6",Semi-Detached,House,Finished,Brick,,Freehold,Single Family,4+1,4.0,,22.47 x 83.99 FT,Garage,2.0,3.0,,,,,"$969,000"
776,"1147 BRIMLEY RD, Toronto, Ontario, M1P 3G2",Detached,House,Finished,Brick,Yes,Freehold,Single Family,3+3,2.0,,50 x 100 FT,Attached garage,3.0,1.0,,,,,"$952,000"
777,"23 BERTHA AVE, Toronto, Ontario, M1L 3L8",Detached,House,Finished,"Brick, Stucco",Yes,Freehold,Single Family,3,2.0,,30 x 131 FT,,2.0,2.0,,,,,"$928,888"
778,"86 FORTY FIRST ST, Toronto, Ontario, M8W 3N9",Detached,House,Partially finished,Aluminum siding,,Freehold,Single Family,3,2.0,,37.5 x 120 Acre,,2.0,2.0,70.83999999999997,,,,"$919,900"
779,"36 O'HALLORAN CRES, Toronto, Ontario, M1V 2C3",Detached,House,Finished,"Brick, Aluminum siding",Yes,,Single Family,3,3.0,,21.81 x 104.86 FT ; Rear 40.25',Attached garage,3.0,2.0,89.32,,,,"$899,000"
780,"58 WESTHAMPTON DR, Toronto, Ontario, M9R 1X9",Detached,House,Finished,Brick,Yes,Freehold,Single Family,4,2.0,"Hospital, Public Transit, Schools",42 x 125 FT,Carport,3.0,1.0,95.68,,,,"$899,000"
781,"1959 KEELE ST, Toronto, Ontario, M6M 3X9",Detached,House,Finished,Stone,,Freehold,Single Family,2+1,2.0,,29.99 x 120 FT,Detached garage,3.0,1.0,50.65,,,,"$854,800"
782,"8 MARYPORT AVE, Toronto, Ontario, M3M 2V9",Semi-Detached,House,Finished,Brick,,Freehold,Single Family,3+1,2.0,"Hospital, Park, Public Transit, Schools",30.3 x 120.18 FT,Garage,2.0,2.0,94.73,,,,"$809,900"
783,"63 CHELWOOD RD, Toronto, Ontario, M1K 2K5",Semi-Detached,House,Finished,Brick,,Freehold,Single Family,3,2.0,,30 x 100 FT,,3.0,2.0,59.03,,,,"$699,900"
784,"6 CHEATHAM PL, Toronto, Ontario, M1B 1C2",Townhouse,Row / Townhouse,Finished,"Aluminum siding, Brick",,Freehold,Single Family,4+1,2.0,"Park, Public Transit",22.01 x 110 FT,Attached garage,2.0,2.0,73.53999999999998,Cul-de-sac,,Community Centre,"$649,900"
785,"159 OLD YONGE ST, Toronto, Ontario, M2P 1R1",Detached,House,Finished,"Brick, Stone",Yes,Freehold,Single Family,5+1,8.0,"Park, Public Transit, Schools",75 x 156.23 FT ; Pie Shaped *137.12 Ft @ Rear*,Garage,13.0,2.0,,,,,"$6,000,000"
786,"158 GLEN RD, Toronto, Ontario, M4W 2W6",Detached,House,Finished,Brick,Yes,Freehold,Single Family,6+1,5.0,"Park, Public Transit, Schools",40 x 145 FT,Detached garage,4.0,3.0,205.07,Ravine,,,"$5,295,000"
787,"47 VERWOOD AVE, Toronto, Ontario, M3H 2K8",Detached,House,Finished,Brick,Yes,Freehold,Single Family,5+2,5.0,,58.88 x 102.75 FT,Garage,4.0,2.0,273.38,,,,"$2,749,900"
788,"47 YORKVIEW DR, Toronto, Ontario, M2N 2R9",Detached,House,,"Stone, Stucco",Yes,Freehold,Single Family,4+1,7.0,"Park, Public Transit, Schools",50 x 156.89 FT ; Regular South Facing - Fenced-Large Deck,Attached garage,6.0,2.0,544.92,,,,"$2,698,000"
789,"430 EUCLID AVE, Toronto, Ontario, M6G 2S9",Semi-Detached,House,Finished,Brick,,Freehold,Single Family,5+3,3.0,"Park, Public Transit",20 x 130 FT,Detached garage,2.0,3.0,127.43999999999998,Lane,,,"$2,688,000"
790,"6 ASHWOOD CRES, Toronto, Ontario, M9A 1Z3",Detached,House,Finished,"Brick, Stucco",Yes,Freehold,Single Family,4+1,5.0,"Park, Public Transit, Schools",68 x 121 FT,Attached garage,10.0,2.0,208.08,,,,"$2,599,000"
791,"508 Bathurst St, Toronto, ON, M5S 2P9",Duplex,,,,,,,9+1,3.0,,,,2.0,2.0,,,,,"$2,390,000"
792,"245 GLEN PARK AVE, Toronto, Ontario, M6B 2E2",Detached,House,Finished,"Brick, Concrete",Yes,Freehold,Single Family,4+1,5.0,"Public Transit, Schools",36 x 132 FT,Attached garage,6.0,2.0,223.75,,,,"$2,388,000"
793,"185 CEDRIC AVE, Toronto, Ontario, M6C 3X7",Detached,House,Finished,Stucco,Yes,Freehold,Single Family,4,5.0,"Park, Public Transit, Schools",25 x 101.83 FT,Garage,2.0,3.0,181.09,,,,"$2,198,000"
794,"82 REGINA AVE, Toronto, Ontario, M6A 1R6",Detached,House,,"Stone, Stucco",,Freehold,Single Family,6+1,6.0,"Park, Public Transit, Schools",50 x 132 FT,Attached garage,3.0,3.0,,,,,"$2,185,000"
795,"385 KEEWATIN AVE, Toronto, Ontario, M4P 2A4",Semi-Detached,House,Finished,Brick,Yes,Freehold,Single Family,4,5.0,"Park, Public Transit, Schools",18.58 x 187.66 FT,Garage,2.0,3.0,151.76000000000005,Ravine,,,"$2,179,000"
796,"64 GARNIER CRT, Toronto, Ontario, M2M 4C9",Detached,House,,Brick,Yes,Freehold,Single Family,4,5.0,,73.23 x 185.65 FT,Attached garage,6.0,2.0,,,,,"$2,098,000"
797,"379 ELLIS PARK RD, Toronto, Ontario, M6S 2V7",Detached,House,,"Brick, Stone",Yes,Freehold,Single Family,3+3,3.0,Park,48.16 x 81.44 FT ; As Per Survey,Attached garage,3.0,2.0,153.07,Ravine,,,"$1,799,000"
798,"384 FAIRLAWN AVE, Toronto, Ontario, M5M 1T8",Detached,House,,"Brick, Stucco",Yes,Freehold,Single Family,3+1,3.0,,25 x 151 FT,,2.0,2.0,112.95,,,,"$1,749,000"
799,"1 STILLWATER CRES, Toronto, Ontario, M2R 3S3",Detached,House,Finished,Brick,Yes,Freehold,Single Family,4+1,3.0,,36.96 x 105 FT ; Pie Shaped - 82' Wide @ Rear,Attached garage,6.0,2.0,165.51,,,,"$1,699,000"
800,"11 SAGEBRUSH LANE, Toronto, Ontario, M3A 1X4",Detached,House,Finished,Brick,Yes,Freehold,Single Family,4,3.0,"Park, Schools",40 x 164 FT ; Pie Shape,Attached garage,8.0,2.0,144.27,"Cul-de-sac, Wooded area, Ravine",,,"$1,680,000"
801,"43 GLENBURN AVE, Toronto, Ontario, M4B 2X4",Detached,House,Finished,"Stone, Stucco",Yes,Freehold,Single Family,4,4.0,,35 x 100 FT,Garage,3.0,2.0,147.98999999999995,,,,"$1,629,000"
802,"62 A&B CEDAR BRAE BLVD, Toronto, Ontario, M1J 2K5",Detached,House,,Stone,Yes,Freehold,Single Family,3+1,4.0,,89 x 253 FT,Detached garage,13.0,2.0,134.42000000000002,,,,"$1,599,000"
803,"296 BETTY ANN DR, Toronto, Ontario, M2R 1B1",Detached,House,Finished,Brick,Yes,Freehold,Single Family,3,3.0,,50 x 135.23 FT ; Nice Lot With Enough Dept,Garage,5.0,2.0,117.07,,,,"$1,590,000"
804,"96 WOODBINE AVE, Toronto, Ontario, M4L 2A2",Semi-Detached,House,,Vinyl,,Freehold,Single Family,3+1,3.0,"Park, Public Transit, Schools",14.76 x 116.8 FT,Detached garage,2.0,3.0,116.32,Lane,,,"$1,439,000"
805,"177 MOORE PARK AVE, Toronto, Ontario, M2M 1N3",Detached,House,,Brick,,Freehold,Single Family,5+2,3.0,,50 x 132 FT,Attached garage,6.0,2.0,82.50999999999998,,,,"$1,412,800"
806,"116 BAYCREST AVE, Toronto, Ontario, M6A 1W5",Detached,House,Finished,Brick,,Freehold,Single Family,3+2,4.0,"Hospital, Public Transit, Schools",54.99 x 124 FT,Garage,2.0,1.0,,Cul-de-sac,,,"$1,364,900"
807,"436 DREWRY AVE, Toronto, Ontario, M2R 2K5",Detached,House,Finished,Brick,,Freehold,Single Family,3+2,2.0,"Hospital, Park, Public Transit, Schools",50 x 150 FT,Detached garage,6.0,1.0,73.42,,,Community Centre,"$1,358,800"
808,"343 ROEHAMPTON AVE, Toronto, Ontario, M4P 1S3",Semi-Detached,House,Finished,"Aluminum siding, Brick",,Freehold,Single Family,3,2.0,"Hospital, Park, Public Transit, Schools",15.81 x 120 FT ; 16.6 At Rear,,1.0,2.0,71.16,,,,"$1,299,000"
809,"30 MINNACOTE AVE, Toronto, Ontario, M1E 4B3",Detached,House,Finished,Stucco,,Freehold,Single Family,5,5.0,"Public Transit, Schools",39.5 x 200 FT,Garage,4.0,2.0,244.09,Conservation/green belt,,,"$1,199,900"
810,"214 KEELE ST, Toronto, Ontario, M6P 2K2",Detached,House,,Brick,Yes,Freehold,Single Family,4+2,4.0,"Park, Public Transit, Schools",20.67 x 103.88 FT,,,3.0,109.91,,,,"$999,900"
811,"19 VANKIRK RD, Toronto, Ontario, M1P 1M8",Detached,House,,Brick,,Freehold,Single Family,4+2,4.0,,40 x 125 FT,Detached garage,4.0,2.0,84.43,,,,"$999,900"
812,"4 WEXFORD BLVD, Toronto, Ontario, M1R 1L1",Detached,House,Finished,Brick,Yes,Freehold,Single Family,3+1,2.0,,48 x 148.2 FT,Attached garage,5.0,1.0,87.51,,,,"$998,000"
813,"4 HORNELL ST, Toronto, Ontario, M8Z 1X2",Detached,House,Finished,Aluminum siding,,Freehold,Single Family,3+1,2.0,"Park, Public Transit, Schools",42 x 98 FT,Detached garage,2.0,2.0,78.34,,,,"$964,500"
814,"20 DENVER PL, Toronto, Ontario, M1H 2P1",Detached,House,Finished,Brick,,Freehold,Single Family,3+2,3.0,,43.8 x 108.41 FT ; Fr 43/108.41 Check Mpac,Carport,3.0,1.0,,,,,"$949,900"
815,"16 MAY APPLE TERR, Toronto, Ontario, M1E 5J8",Detached,House,Finished,"Brick, Vinyl",Yes,Freehold,Single Family,3+1,3.0,"Park, Public Transit",35.01 x 104.99 FT,Attached garage,4.0,2.0,79.75999999999998,,,"Community Centre, School Bus","$899,900"
816,"2321 Weston Rd, Toronto, ON, M9N 1Z7",Detached,,,,,,,3,2.0,,,,4.0,2.0,82.5,,,,"$880,000"
817,"4383 LAWRENCE AVE E, Toronto, Ontario, M1E 2T4",Detached,House,Finished,Brick,,Freehold,Single Family,4,2.0,"Park, Public Transit, Schools",40 x 125 FT,,4.0,2.0,,,,Community Centre,"$879,900"
818,"26 SARAH JACKSON CRES, Toronto, Ontario, M3K 0B5",Townhouse,Row / Townhouse,Finished,Concrete,,Freehold,Single Family,3,3.0,Public Transit,13.12 x 56.43 FT,Garage,1.0,3.0,,Lane,,,"$852,900"
819,"111 Uxbridge, Toronto, ON, M6N 2Y3",Detached,,,Brick,,,,4,2.0,,20 x 100 FT,,,2.0,88.02,,,,"$849,900"
820,"12 MARSDALE CRES, Toronto, Ontario, M1X 1G9",Detached,House,Finished,Brick,Yes,Freehold,Single Family,3,3.0,"Public Transit, Schools",30 x 100 FT,Attached garage,6.0,2.0,88.72999999999998,,,Community Centre,"$849,000"
821,"5 BRYNHURST CRT, Toronto, Ontario, M4P 2J9",Detached,House,,,,Freehold,Single Family,,,,37 x 96.7 FT,Attached garage,,,,,,,"$800,000"
822,"8 VANKIRK RD, Toronto, Ontario, M1P 1M7",Detached,House,Partially finished,"Aluminum siding, Brick",Yes,Freehold,Single Family,3,1.0,,50 x 110 FT,Detached garage,5.0,2.0,74.77,,,,"$769,000"
823,"38 NICKLE ST, Toronto, Ontario, M6M 2H6",Detached,House,Finished,"Brick, Concrete",Yes,Freehold,Single Family,2+1,2.0,"Hospital, Public Transit, Schools",25.08 x 88.58 FT,,1.0,1.0,71.88,,,Community Centre,"$725,000"
824,"20 SCARFAIR PTWY, Toronto, Ontario, M1B 4E8",Detached,House,Finished,"Aluminum siding, Brick",,Freehold,Single Family,3+2,5.0,"Park, Schools",,Attached garage,3.0,2.0,70.71000000000002,,,Community Centre,"$699,800"
825,"41 DANESWOOD RD, Toronto, Ontario, M4N 3J7",Detached,House,Finished,"Stone, Stucco",Yes,Freehold,Single Family,5+2,6.0,,69.63 x 178.7 FT,Garage,6.0,2.0,245.36,,,,"$5,498,000"
826,"73 De Vere Gdns, Toronto, ON, M5M 3E8",Detached,,,,,,,4+1,6.0,,,,6.0,2.0,231.48,,,,"$5,088,000"
827,"45 MUNRO PARK AVE, Toronto, Ontario, M4E 3M2",Detached,House,Finished,"Stone, Wood",Yes,Freehold,Single Family,4+1,6.0,,50 x 120 FT,,3.0,3.0,254.35,,,,"$4,699,999"
828,"330 BYNG AVE, Toronto, Ontario, M2N 4L5",Detached,House,Finished,"Brick, Stone",Yes,Freehold,Single Family,4+1,7.0,"Park, Public Transit, Schools",43.01 x 145.91 FT,Garage,6.0,2.0,215.24,,,,"$4,495,000"
829,"39 MUNRO BLVD, Toronto, Ontario, M2P 1C1",Detached,House,Finished,Stucco,Yes,Freehold,Single Family,4+1,5.0,"Park, Public Transit, Schools",50 x 125 FT,Attached garage,6.0,2.0,194.26,,,,"$3,780,000"
830,"44 COURCELETTE RD, Toronto, Ontario, M1N 2S8",Multiplex,Other,Partially finished,Brick,Yes,,Multi-family,8+2,7.0,,50 x 122 FT,Detached garage,6.0,2.0,113.98,,,,"$3,595,000"
831,"44 COURCELETTE RD, Toronto, Ontario, M1N 2S8",Multiplex,Multi-Family,,,,,Multi-family,,,,50 x 122 FT,,6.0,,,,,,"$3,595,000"
832,"242 PRINCESS AVE, Toronto, Ontario, M2N 3S1",Detached,House,Finished,"Stone, Stucco",Yes,Freehold,Single Family,4+2,6.0,"Park, Public Transit, Schools",50 x 129.5 FT ; Regular Fantastic South Facing Home,Garage,6.0,2.0,189.32,Level lot,,,"$3,388,000"
833,"14 WYNDHAM ST, Toronto, Ontario, M6K 1R7",Triplex,Triplex,,,,,Single Family,5+2,7.0,,32 x 122 FT,,3.0,2.0,173.63,,,,"$3,300,000"
834,"29 CHRISTINE CRES, Toronto, Ontario, M2R 1A4",Detached,House,Finished,"Brick, Stone",Yes,Freehold,Single Family,4+2,6.0,Schools,55 x 138 FT ; Pie Shape Lot Widens To 99' At The Back,Attached garage,8.0,2.0,226.43,"Wooded area, Ravine",,,"$3,199,000"
835,"120 CARIBOU RD, Toronto, Ontario, M5N 2B2",Detached,House,Finished,Stone,,Freehold,Single Family,5+3,6.0,Public Transit,70.01 x 117 FT,Garage,6.0,1.0,156.51000000000005,,,,"$2,995,000"
836,"36 DUGGAN AVE, Toronto, Ontario, M4V 1Y2",Detached,House,Finished,Brick,,Freehold,Single Family,4,5.0,"Park, Public Transit, Schools",22 x 122 FT,,2.0,3.0,139.4,,,Community Centre,"$2,849,000"
837,"431 EUCLID AVE, Toronto, Ontario, M6G 2T1",Semi-Detached,House,Unfinished,Brick,,Freehold,Single Family,6,3.0,,18.5 x 127 FT,Detached garage,2.0,3.0,1286.93,Lane,,,"$2,388,000"
838,"55 Lawrence EAST, Toronto, ON, M5M 1A3",Detached,,Finished,Brick,,,,5,3.0,,50 x 100 FT,,5.0,2.0,130.13000000000002,,,,"$1,995,000"
839,"30 CATALINA DR, Toronto, Ontario, M1M 1K6",Detached,House,Finished,"Stone, Stucco",Yes,Freehold,Single Family,5,3.0,,130.17 x 129.37 FT ; Reverse Pie Shape 183.07X130.17X129.37,Garage,9.0,2.0,150.08,,,,"$1,949,900"
840,"43 PARKWAY AVE, Toronto, Ontario, M6S 2X2",Semi-Detached,House,Unfinished,Brick,Yes,Freehold,Single Family,5,1.0,"Park, Public Transit, Schools",19 x 165 FT ; Irreg Lot As Per Plan Of Survey,Detached garage,2.0,3.0,150.32000000000005,Lane,,,"$1,799,000"
841,"42 DUPONT ST, Toronto, Ontario, M5R 1V2",Semi-Detached,House,Partially finished,Brick,Yes,Freehold,Single Family,4+2,3.0,,21.25 x 105 FT,,2.0,3.0,,Lane,,,"$1,799,000"
842,"507 RIVERSIDE DR, Toronto, Ontario, M6S 4B7",Detached,House,Partially finished,Brick,Yes,Freehold,Single Family,3+1,3.0,,34 x 105 FT ; Irregular,Detached garage,6.0,2.0,141.33,,,,"$1,750,000"
843,"811 COSBURN AVE, Toronto, Ontario, M4C 2V9",Detached,House,Finished,"Stone, Stucco",,Freehold,Single Family,4,4.0,,29.67 x 100 FT,Detached garage,3.0,2.0,169.08,,,,"$1,680,000"
844,"397 MELROSE ST, Toronto, Ontario, M8Z 1H2",Detached,House,,"Stone, Stucco",Yes,Freehold,Single Family,4+2,4.0,,40 x 125 FT,Detached garage,6.0,3.0,,,,,"$1,649,000"
845,"19 ALDGATE AVE, Toronto, Ontario, M8Y 3L7",Detached,House,Finished,"Brick, Vinyl",Yes,Freehold,Single Family,4+1,5.0,"Hospital, Park, Public Transit, Schools",37.39 x 108.6 FT,Carport,4.0,2.0,120.59,,,,"$1,435,000"
846,"920 WILLOWDALE AVE, Toronto, Ontario, M2M 3C1",Detached,House,Finished,Brick,,Freehold,Single Family,3+1,2.0,"Hospital, Park, Public Transit, Schools",50 x 120 FT,Attached garage,5.0,1.0,63.76000000000001,,,,"$1,399,999"
847,"45 Lacewood Cres, Toronto, ON, M3A 2Z3",Detached,,,,,,,3+1,2.0,,,,3.0,1.0,76.92000000000002,,,,"$1,398,000"
848,"368 WINNETT AVE, Toronto, Ontario, M6C 3M1",Detached,House,Finished,Brick,,Freehold,Single Family,2+1,2.0,,29.04 x 126 FT,,2.0,1.0,45.46,,,,"$1,298,000"
849,"145 CLAREMONT ST, Toronto, Ontario, M6J 2M7",Townhouse,Row / Townhouse,Unfinished,"Aluminum siding, Stone",,Freehold,Single Family,2,2.0,,17.26 x 60 FT,,,2.0,59.77,,,,"$1,274,000"
850,"65 MORNINGSIDE AVE, Toronto, Ontario, M1E 3C3",Detached,House,Unfinished,Brick,Yes,Freehold,Single Family,4,4.0,Public Transit,43.01 x 99.45 FT ; As Per Mpac,Garage,4.0,2.0,126.51,,,,"$1,229,900"
851,"40 TWENTY THIRD ST, Toronto, Ontario, M8V 3M9",Detached,House,Partially finished,Brick,Yes,Freehold,Single Family,3+1,2.0,,50 x 120 FT,Attached garage,3.0,2.0,85.72,,,,"$1,199,000"
852,"98 DEFOREST RD, Toronto, Ontario, M6S 1J4",Semi-Detached,House,Finished,Stone,,Freehold,Single Family,3+1,2.0,,20.08 x 115.33 FT,Detached garage,1.0,2.0,107.1,,,,"$1,198,000"
853,"11 CARTWRIGHT AVE, Toronto, Ontario, M6A 1T8",Detached,House,Finished,Brick,Yes,Freehold,Single Family,3+2,2.0,"Hospital, Public Transit, Schools",50 x 100 FT,Carport,4.0,1.0,70.36,,,,"$1,150,000"
854,"4 THOMAS AVE, Toronto, Ontario, M1C 1E5",Detached,House,Finished,"Stone, Stucco",Yes,Freehold,Single Family,2,3.0,,100 x 80 FT,Attached garage,6.0,2.0,120.31000000000002,,,,"$1,099,900"
855,"852 ST CLARENS AVE, Toronto, Ontario, M6H 3X6",Semi-Detached,House,Finished,Brick,,Freehold,Single Family,3+1,3.0,"Park, Public Transit, Schools",16.57 x 97.6 FT,Detached garage,2.0,2.0,94.85,Lane,,Community Centre,"$1,080,000"
856,"70 Fourth STREET, Toronto, ON, M8V 2Y5",Detached,,Finished,Brick,,,,1,2.0,,27 x 123 FT,Detached garage,2.0,2.0,94.29,,,,"$994,900"
857,"17 FEENEY AVE, Toronto, Ontario, M1B 4N3",Detached,House,Finished,Brick,Yes,Freehold,Single Family,4+2,4.0,"Hospital, Public Transit, Schools",29.52 x 109.9 FT,Attached garage,4.0,2.0,151.55,,,Community Centre,"$989,000"
858,"18 SHREWSBURY SQ, Toronto, Ontario, M1T 1L2",Detached,House,Finished,Brick,,Freehold,Single Family,3+1,2.0,,48 x 105 FT,,3.0,1.0,67.17,,,,"$988,000"
859,"167 RUSTIC RD, Toronto, Ontario, M9L 1W3",Detached,House,Finished,Brick,,Freehold,Single Family,3+2,2.0,,45 x 150 FT,Carport,4.0,1.0,70.01,,,,"$979,000"
860,"83 TRETHEWEY DR, Toronto, Ontario, M6M 4B5",Detached,House,,Brick,,Freehold,Single Family,2+1,2.0,"Public Transit, Schools",50 x 115 FT,Attached garage,2.0,1.0,154.11,,,,"$899,900"
861,"4170 DUNDAS ST W, Toronto, Ontario, M8X 1X3",Townhouse,Row / Townhouse,Unfinished,Aluminum siding,Yes,Freehold,Single Family,2,1.0,Public Transit,17.17 x 180.8 FT,,4.0,2.0,203.92,"Ravine, Conservation/green belt",,,"$899,000"
862,"1 PINTAIL CRES, Toronto, Ontario, M3A 2Y6",Semi-Detached,House,,Brick,,Freehold,Single Family,3,3.0,,43.67 x 105 FT,Detached garage,6.0,2.0,75.25,,,,"$880,000"
863,"136 L'AMOREAUX DR, Toronto, Ontario, M1W 3L3",Detached,House,Finished,"Aluminum siding, Brick",,Freehold,Single Family,3,4.0,"Hospital, Park, Public Transit, Schools",20 x 100.5 FT,Attached garage,2.0,2.0,72.74000000000002,,,,"$848,000"
864,"4 SPRAYWOOD GATE, Toronto, Ontario, M1G 2Z5",Detached,House,Finished,Brick,Yes,Freehold,Single Family,3,3.0,,115 x 50 FT,Attached garage,3.0,2.0,86.27,,,,"$839,900"
865,"43 DAYTON AVE, Toronto, Ontario, M8Z 3L8",Semi-Detached,House,Finished,Brick,,Freehold,Single Family,3,2.0,,25 x 145 FT,Detached garage,4.0,2.0,70.05,,,,"$799,900"
866,"1874 WILSON AVE, Toronto, Ontario, M9M 1A5",Detached,House,Finished,"Aluminum siding, Stone",,Freehold,Single Family,,3.0,,44 x 88.11 FT,Attached garage,7.0,,,,,,"$769,000"
867,"17 HORSESHOE CRES, Toronto, Ontario, M1B 4S6",Detached,House,Finished,Brick,,Freehold,Single Family,3+2,4.0,,26.24 x 104.98 FT,Attached garage,2.0,2.0,72.41999999999999,,,,"$699,900"
868,"30 BRADSTONE SQ, Toronto, Ontario, M1B 1W2",Townhouse,Row / Townhouse,Finished,Brick,,Freehold,Single Family,3+1,2.0,,20 x 110 FT,Attached garage,3.0,2.0,79.85,,,,"$669,000"
869,"229  SIXTH ST, Toronto, Ontario, M8V 3A8",Townhouse,Row / Townhouse,Unfinished,Aluminum siding,,Freehold,Single Family,3,2.0,"Park, Public Transit, Schools",16.75 x 118 FT,,1.0,2.0,56.82,,,,"$649,000"
870,"180 Queen's Dr, Toronto, ON, M9N 2H7",Detached,,,,,,,7,7.0,,,,17.0,1.0,,,,,"$3,999,888"
871,"559 Broadview, Toronto, ON, M4K 2N7",Multiplex,,,Brick,,,,9,6.0,"Park, Public Transit",25 x 98 FT,Attached garage,3.0,,,,,,"$3,049,000"
872,"559 Broadview, Toronto, ON, M4K 2N7",Multiplex,,,,,,,,6.0,,Bldg=25 x 98 FT,,3.0,,,,,,"$3,049,000"
873,"23 Strath Ave, Toronto, ON, M8X 1R1",Detached,,,,,,,4,3.0,,,,6.0,6.0,144.11,,,,"$2,749,000"
874,"265 WRIGHT AVE, Toronto, Ontario, M6R 1L7",Fourplex,Multi-Family,,,,,Multi-family,,7.0,,36 FT ; Yes,,,,,,,,"$2,499,000"
875,"265 WRIGHT AVE, Toronto, Ontario, M6R 1L7",Detached,House,Finished,Brick,,Freehold,Single Family,7,7.0,,36 FT ; Yes,,,,,,,,"$2,499,000"
876,"61 DELL PARK AVE, Toronto, Ontario, M6B 2T7",Detached,House,Finished,Brick,,Freehold,Single Family,6+3,9.0,"Park, Public Transit, Schools",50 x 103.48 FT,Garage,6.0,2.0,,,,,"$2,218,000"
877,"19 Brucedale CRES, Toronto, ON, M2K 2C6",Detached,,Finished,Brick,,,,4+1,3.0,"Park, Public Transit",94.46 x 125.39 FT ; Irregular,Garage,4.0,2.0,80.51,,,,"$1,750,000"
878,"184 Rosemount Ave, Toronto, ON, M9N 3B9",Duplex,,,,,,,8,5.0,,,,6.0,,,,,,"$1,390,000"
879,"1592 WARDEN AVE, Toronto, Ontario, M1R 2T2",Detached,House,Finished,"Stone, Stucco",Yes,Freehold,Single Family,6+2,4.0,,40 x 130 FT,Carport,6.0,2.0,157.59,,,,"$1,350,000"
880,"12 Aldwinckle Hts, Toronto, ON, M3J 3S6",Detached,,,,,,,8+3,10.0,,,,4.0,4.0,,,,,"$1,176,000"
881,"25 BENLEIGH DR, Toronto, Ontario, M1H 1J1",Detached,House,Finished,Brick,Yes,Freehold,Single Family,4,2.0,,50 x 111 FT ; Ravine Lot,Carport,5.0,2.0,65.24000000000001,Ravine,,,"$899,000"
882,"475 DAWES RD, Toronto, Ontario, M4B 2E9",Detached,House,Finished,Brick,,Freehold,Single Family,2+1,2.0,"Park, Public Transit, Schools",25 x 110 FT,Attached garage,6.0,1.0,68.59,,,,"$889,800"
883,"22 Mahoney Ave, Toronto, ON, M6M 2H4",Detached,,,,,,,3,2.0,,,,1.0,2.0,65.34,,,,"$799,000"
